	id	text	lemma_tokens	topic_id	topic_keywords	score	all_scores_0	all_scores_1	all_scores_2	all_scores_3	all_scores_4	principal component 1	principal component 2
0	1579318298684297216	la patie girl power! non masterclass #avengersendgame	{'avengersendgame', 'masterclass', 'patie', 'non', 'la', 'girl', 'power'}	2	{'avengersendgame'}	0.5950744	0.3169231712818146	0.02925269305706024	0.5950744152069092	0.029097096994519234	0.029652651399374008	-1.4388367259211299	-0.6162927785147546
1	1579280105083654144	why would you take the time to air #avengersendgame on network tv and cut off the curtain call scenes of all the mcu characters!?	{'avengersendgame', 'character', 'air', 'mcu', 'time', 'curtain', 'scene', 'network', 'cut', 'tv'}	4	set()	0.5831364	0.20220637321472168	0.018564563244581223	0.018618742004036903	0.17747396230697632	0.5831363797187805	-0.3743742225117534	1.4221292451827192
2	1579275857289482241	just watched #avengersendgame yet again and cried just as hard at the end as i have the first time i saw it. #everytime	{'avengersendgame', 'watch', 'end', 'time', 'see', 'hard', 'everytime', 'cry'}	2	{'avengersendgame', 'watch'}	0.9095846	0.022517584264278412	0.022904761135578156	0.9095845818519592	0.022483106702566147	0.02250993624329567	-1.8690203238715988	-1.4898624046675562
3	1579271231366660096	just watched the tony stark death scene in endgame for the 57,00th time and it still gets very dusty. #avengersendgame #tonystark #mcu	{'avengersendgame', 'watch', 'tonystark', 'mcu', 'stark', 'time', 'scene', 'tony', 'endgame', '57,00th', 'dusty', 'get', 'death'}	2	{'avengersendgame', 'watch'}	0.77898264	0.015560146421194077	0.17413340508937836	0.7789826393127441	0.015629103407263756	0.015694715082645416	-1.2502707740292367	-1.5100465125785376
4	1579254828521250816	just realized jean grey was responsible for what happen in the last avengers #xmen #avengersendgame #avengers #marvel #marvelstudios	{'xmen', 'avengersendgame', 'marvel', 'happen', 'marvelstudio', 'avenger', 'grey', 'responsible', 'realize', 'jean'}	4	{'marvel'}	0.67993426	0.01702369563281536	0.01689019240438938	0.2691381275653839	0.01701372303068638	0.6799342632293701	-0.880424169286714	0.6401663719153846
5	1579237922674704384	thor, captain et iron man ensemble #avengersendgame	{'avengersendgame', 'ensemble', 'man', 'captain', 'thor', 'et', 'iron'}	2	{'avengersendgame', 'thor'}	0.75521344	0.025271305814385414	0.025130510330200195	0.7552134394645691	0.02676832303404808	0.16761639714241028	-1.6161241611261916	-0.987597989500739
6	1579232740662456320	peggy et steve #avengersendgame	{'avengersendgame', 'et', 'steve', 'peggy'}	2	{'avengersendgame'}	0.8385145	0.04049808159470558	0.040122829377651215	0.838514506816864	0.04068160802125931	0.040182944387197495	-1.6964491030028468	-1.3099404992187347
7	1579231674889834496	steve #avengersendgame	{'avengersendgame', 'steve'}	2	{'avengersendgame'}	0.7310961	0.06827648729085922	0.06674794852733612	0.731096088886261	0.06696433573961258	0.0669151321053505	-1.4353834797189107	-1.040499626214403
8	1579231625527054337	"\- don't do anything stupid until i get back - how can i ? you took all the stupid with you?\"" #avengersendgame"""	{'avengersendgame', 'stupid', 'you?\\', 'take'}	2	{'avengersendgame'}	0.8656114	0.0336868055164814	0.033578842878341675	0.8656113743782043	0.033640213310718536	0.03348274901509285	-1.7623059575519073	-1.378657310329608
9	1579230835748016128	tony stark #avengersendgame	{'tony', 'avengersendgame', 'stark'}	2	{'avengersendgame'}	0.7986714	0.05072074383497238	0.05004369467496872	0.7986714243888855	0.050245825201272964	0.05031823366880417	-1.599653906072337	-1.2101571252147336
